"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT21","WT22"
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-04-07","1.8","0.0","0.0","0.0",,"10.6","-1.7",,"    1",,,,,,,,,"    1",,,,,,,"    1"
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-04-08","3.5","0.0","0.0","0.0",,"11.1","2.2",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-04-09","3.1","0.0","0.0","0.0",,"18.9","2.2",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-04-10","4.5","0.0","0.0","0.0",,"25.0","6.1",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-04-11","8.2","0.0","0.0","0.0",,"23.3","6.1",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-04-12","6.1","0.0","0.0","0.0",,"12.8","4.4",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-04-13","3.3","16.5","0.0","0.0",,"8.3","2.8","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-04-14","3.7","0.0","0.0","0.0",,"12.8","1.1","    1","    1",,,,,,,,,"    1",,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-04-15","7.8","0.0","0.0","0.0",,"8.9","0.0",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-04-16","6.6","17.5","0.0","0.0",,"12.8","3.9","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-04-17","9.6","2.3","3.0","0.0",,"6.7","0.0","    1",,,,,,,,,,"    1",,,"    1",,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-04-18","2.6","3.3","18.0","0.0",,"2.2","-0.6","    1","    1",,,,,,,,,,,,,,"    1",,"    1"
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-04-19","5.5","2.0","0.0","0.0",,"4.4","0.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-04-20","7.5","21.8","0.0","0.0",,"12.2","3.3","    1",,"    1",,,,,,,,,"    1",,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-04-21","5.5","0.0","0.0","0.0",,"6.1","-0.6","    1",,,,,,,,,,,,,"    1",,"    1",,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-04-22","4.2","0.8","0.0","0.0",,"11.1","-0.6",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-04-23","6.6","14.7","0.0","0.0",,"19.4","6.1","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-04-24","1.4","0.0","0.0","0.0",,"12.8","6.7",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-04-25","2.7","34.3","0.0","0.0",,"13.9","7.8","    1",,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-04-26","4.3","4.1","0.0","0.0",,"27.2","7.8","    1",,"    1",,,,,"    1",,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-04-27","4.8","1.5","0.0","0.0",,"27.8","14.4",,,,,,,,"    1",,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-04-28","9.9","0.8","0.0","0.0",,"21.1","7.8",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-04-29","5.6","0.5","0.0","0.0",,"7.8","4.4","    1",,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-04-30","2.7","0.0","0.0","0.0",,"17.2","3.3",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-01","4.9","3.0","0.0","0.0",,"17.8","11.1","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-02","3.5","8.4","0.0","0.0",,"15.0","7.2","    1","    1",,,,,,,,,,"    1",,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-03","4.2","20.8","0.0","0.0",,"7.8","5.0","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-04","4.3","0.0","0.0","0.0",,"10.0","4.4",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-05","4.3","0.0","0.0","0.0",,"15.6","3.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-06","4.8","0.5","0.0","0.0",,"17.2","4.4",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-07","3.9","0.0","0.0","0.0",,"16.1","7.2","    1",,,,,,,"    1",,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-08","2.4","0.0","0.0","0.0",,"16.7","4.4","    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-09","2.3","0.0","0.0","0.0",,"17.8","6.1",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-10","4.7","0.0","0.0","0.0",,"20.6","7.2",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-11","4.3","0.0","0.0","0.0",,"24.4","7.8",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-12","2.6","0.0","0.0","0.0",,"26.1","12.8",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-13","2.6","0.0","0.0","0.0",,"29.4","13.9","    1",,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-14","2.1","26.2","0.0","0.0",,"20.0","11.7","    1",,,,,,,"    1",,,"    1","    1",,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-15","7.0","33.8","0.0","0.0",,"11.7","6.7","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-16","5.1","4.8","0.0","0.0",,"8.3","6.1","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-17","6.1","1.5","0.0","0.0",,"11.1","6.7","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-18","4.3","29.0","0.0","0.0",,"22.8","10.6","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-19","2.9","0.0","0.0","0.0",,"18.9","11.7","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-20","3.5","4.8","0.0","0.0",,"14.4","10.6","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-21","3.4","0.0","0.0","0.0",,"21.7","10.0","    1","    1",,,,,,"    1",,,"    1",,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-22","2.7","0.0","0.0","0.0",,"25.6","15.6",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-23","7.2","3.6","0.0","0.0",,"24.4","16.7","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-24","5.5","0.0","0.0","0.0",,"18.9","11.7","    1",,,,,,,,,,"    1",,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-25","3.0","12.4","0.0","0.0",,"23.9","11.1","    1",,"    1",,,,,,,"    1",,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-26","4.3","24.9","0.0","0.0",,"24.4","14.4","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-27","3.0","25.9","0.0","0.0",,"17.2","11.7","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-28","2.5","0.0","0.0","0.0",,"22.2","11.1","    1","    1",,,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-29","3.7","5.8","0.0","0.0",,"27.8","16.1","    1",,"    1",,,,,"    1",,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-30","2.5","0.0","0.0","0.0",,"28.3","17.2","    1",,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-05-31","4.0","0.0","0.0","0.0",,"28.3","20.0","    1",,,,,,,,,,"    1",,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-01","8.1","0.0","0.0","0.0",,"26.7","17.2",,,,,,,,"    1",,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-02","6.2","0.0","0.0","0.0",,"18.3","11.1",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-03","3.0","0.0","0.0","0.0",,"20.6","8.3",,,,,,,,"    1",,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-04","2.4","8.6","0.0","0.0",,"20.6","10.6","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-05","2.8","0.0","0.0","0.0",,"23.3","13.9","    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-06","1.6","0.0","0.0","0.0",,"27.2","13.3",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-07","3.8","4.8","0.0","0.0",,"25.0","16.1","    1",,"    1",,,,,"    1",,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-08","5.5","0.0","0.0","0.0",,"28.9","19.4","    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-09","5.5","0.0","0.0","0.0",,"27.2","15.0",,,,,,,,"    1",,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-10","3.2","0.0","0.0","0.0",,"22.2","14.4",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-11","3.8","0.0","0.0","0.0",,"24.4","15.0","    1",,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-12","3.5","0.0","0.0","0.0",,"17.8","14.4","    1","    1",,,,,,"    1",,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-13","4.3","0.8","0.0","0.0",,"18.9","12.2","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-14","3.4","2.0","0.0","0.0",,"18.9","11.1","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-15","2.3","0.0","0.0","0.0",,"26.1","10.0",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-16","4.1","1.0","0.0","0.0",,"26.1","16.7","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-17","4.0","0.0","0.0","0.0",,"22.8","14.4","    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-18","3.1","0.0","0.0","0.0",,"27.2","16.7","    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-19","4.2","0.0","0.0","0.0",,"25.6","14.4",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-20","2.6","0.0","0.0","0.0",,"28.9","14.4",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-21","3.4","25.7","0.0","0.0",,"28.9","16.1","    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-22","3.3","18.3","0.0","0.0",,"27.2","17.2","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-23","3.8","15.2","0.0","0.0",,"26.7","18.9","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-24","5.3","10.7","0.0","0.0",,"21.1","17.8","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-25","5.3","0.5","0.0","0.0",,"19.4","16.1","    1",,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-26","2.1","0.5","0.0","0.0",,"23.3","16.1","    1",,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-27","2.2","0.0","0.0","0.0",,"27.2","14.4",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-28","6.0","0.0","0.0","0.0",,"25.6","17.8",,,,,,,,"    1",,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-29","6.3","0.0","0.0","0.0",,"18.9","15.6",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-06-30","3.4","0.0","0.0","0.0",,"23.9","12.2",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-01","1.4","0.0","0.0","0.0",,"27.2","12.2",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-02","4.1","0.0","0.0","0.0",,"28.9","13.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-03","4.3","0.0","0.0","0.0",,"27.2","20.0",,,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-04","3.8","0.0","0.0","0.0",,"26.7","16.7",,,,,,,,"    1",,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-05","3.9","0.0","0.0","0.0",,"26.7","14.4",,,,,,,,"    1",,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-06","4.2","26.2","0.0","0.0",,"28.3","19.4","    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-07","1.6","0.0","0.0","0.0",,"26.7","17.2","    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-08","1.8","0.0","0.0","0.0",,"27.2","16.7",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-09","1.9","0.0","0.0","0.0",,"27.8","17.8",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-10","3.6","0.0","0.0","0.0",,"28.9","18.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-11","5.2","0.0","0.0","0.0",,"31.1","20.0",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-12","5.6","0.0","0.0","0.0",,"27.2","22.2",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-13","4.0","0.0","0.0","0.0",,"26.1","17.2",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-14","2.6","0.0","0.0","0.0",,"27.2","13.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-15","2.9","0.0","0.0","0.0",,"30.0","14.4",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-16","2.7","0.0","0.0","0.0",,"31.7","17.2",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-17","4.6","0.0","0.0","0.0",,"30.6","17.8",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-18","5.1","2.8","0.0","0.0",,"29.4","23.3","    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-19","2.0","0.0","0.0","0.0",,"31.7","23.9","    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-20","4.2","0.0","0.0","0.0",,"31.7","22.2","    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-21","7.4","0.0","0.0","0.0",,"32.2","24.4",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-22","2.7","0.0","0.0","0.0",,"35.0","23.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-23","5.2","0.0","0.0","0.0",,"30.6","25.0","    1",,,,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-24","2.6","18.8","0.0","0.0",,"28.9","21.7","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-25","3.6","4.6","0.0","0.0",,"29.4","20.6","    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-26","4.6","0.0","0.0","0.0",,"27.8","17.8",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-27","2.7","0.0","0.0","0.0",,"27.2","16.7",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-28","3.6","0.8","0.0","0.0",,"27.2","21.1","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-29","4.6","7.1","0.0","0.0",,"28.9","22.2","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-30","2.6","0.0","0.0","0.0",,"29.4","18.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-07-31","4.7","8.9","0.0","0.0",,"27.8","20.0","    1","    1","    1",,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-08-01","4.2","0.0","0.0","0.0",,"30.0","20.6",,,"    1",,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-08-02","3.6","0.0","0.0","0.0",,"28.9","17.2",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-08-03","3.2","9.4","0.0","0.0",,"26.7","20.6","    1",,,,,,,"    1",,,"    1","    1",,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-08-04","3.0","0.0","0.0","0.0",,"27.8","18.9","    1",,,,,,,,,,"    1","    1",,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-08-05","2.4","0.0","0.0","0.0",,"30.0","17.2",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-08-06","2.2","0.0","0.0","0.0",,"28.9","22.2","    1",,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-08-07","2.5","13.2","0.0","0.0",,"28.3","22.8","    1",,"    1",,,,,"    1",,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-08-08","2.2","0.0","0.0","0.0",,"27.2","20.6","    1",,,,,,,,,,"    1",,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-08-09","2.6","16.3","0.0","0.0",,"23.3","18.9","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-08-10","5.6","6.9","0.0","0.0",,"25.0","16.7","    1",,"    1",,,,,,,,,,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-08-11","4.7","0.0","0.0","0.0",,"23.9","15.0",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-08-12","3.8","0.0","0.0","0.0",,"26.7","13.9",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-08-13","3.3","0.0","0.0","0.0",,"28.9","16.7",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-08-14","2.5","1.3","0.0","0.0",,"22.2","17.8","    1",,"    1",,,,,"    1",,,,"    1",,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-08-15","3.0","1.0","0.0","0.0",,"25.0","17.8","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-08-16","2.9","0.0","0.0","0.0",,"28.9","17.2",,,,,,,,,,,,,,,,,,
"USW00014733","BUFFALO NIAGARA INTERNATIONAL NY US","42.9408","-78.7358","218.2","2011-08-17","3.8","0.0","0.0","0.0",,"27.8","17.8",,,,,,,,,,,,,,,,,,
